distance,centerline_lat,centerline_lon,racing_line_lat,racing_line_lon,track_width,corner_number,corner_type,drs_zone,slope,surface_grip
0.0,45.01,7.0,45.01,7.0001,13.609526591097936,0.0,,1.0,-1.1859733005553703,0.9695866480675034
5.505505505505505,45.00999980221319,7.000094341499741,45.01000106007497,7.000194333588347,13.091836543353189,0.0,,1.0,0.2506090910711042,0.9796223474963507
11.01101101101101,45.00999920886057,7.000188679267581,45.01000172438511,7.000288647623256,13.485489514528938,0.0,,1.0,0.09194409111150674,0.9118418617843226
16.516516516516518,45.009998219965624,7.000283009571767,45.010001992754894,7.000382938376729,13.145988064423745,0.0,,1.0,-0.8053198617406452,0.9494944134532312
22.02202202202202,45.00999683556746,7.000377328680841,45.0100018650245,7.000477202123567,13.00702172790557,0.0,,1.0,0.20612661609252872,0.9451688225368898
27.527527527527525,45.00999505572086,7.000471632863786,45.010001341049865,7.000571435141512,13.386832475419528,0.0,,1.0,-0.5503352522456452,0.9669353712574649
33.033033033033036,45.009992880496206,7.000565918390181,45.01000042070267,7.000665633711404,12.921839485387405,0.0,,1.0,0.04756393892184518,0.9633159527791904
38.53853853853854,45.00999030997955,7.0006601815303355,45.00999910387039,7.000759794117311,13.72847091662275,0.0,,1.0,-0.38619850403294625,0.8418007410017085
44.04404404404404,45.00998734427259,7.00075441855545,45.00999739045637,7.000853912646689,12.842270825937488,0.0,,1.0,-0.5014559307631958,0.9139117307998381
49.549549549549546,45.009983983492624,7.000848625737757,45.00999528037977,7.0009479855905195,13.283580600096624,0.0,,1.0,-0.6596431969334198,0.8305834229956063
55.05505505505505,45.0099802277726,7.000942799350668,45.00999277357562,7.001042009243454,12.646666863102098,0.0,,1.0,-0.898450065902869,0.8739045753226579
60.56056056056056,45.00997607726109,7.001036935668922,45.00998986999489,7.00113597990396,12.213400494163782,0.0,,1.0,0.8525103589019525,0.8759331253413496
66.06606606606607,45.00997153212228,7.001131030968736,45.00998656960446,7.001229893874467,13.17897693022774,0.0,,1.0,-0.45291396819556246,0.929255185382892
71.57157157157157,45.00996659253595,7.001225081527948,45.00998287238717,7.0013237474615035,12.098007093770454,0.0,,1.0,-1.1315831732922275,0.8884919001824844
77.07707707707708,45.00996125869751,7.001319083626166,45.00997877834183,7.001417536975843,14.074582286885814,0.0,,1.0,-0.40897944380495177,0.8920185339733068
82.58258258258257,45.00995553081795,7.001413033544915,45.00997428748329,7.001511258732649,12.82291894612571,0.0,,1.0,-0.527825975184244,0.949957526861652
88.08808808808809,45.00994940912384,7.001506927567783,45.00996939984236,7.0016049090516095,12.961115715621652,0.0,,1.0,-0.39407285264851283,0.9439713225573945
93.5935935935936,45.00994289385735,7.00160076198057,45.00996411546597,7.001698484257087,12.844982880921341,0.0,,1.0,0.713425702793944,0.9137980960576495
99.09909909909909,45.00993598527619,7.001694533071436,45.00995843441706,7.001791980678254,13.070386786213616,0.0,,1.0,-0.6277718185210179,0.9374584585852269
104.6046046046046,45.009928683653676,7.001788237131042,45.009952356774704,7.001885394649232,13.170092733212373,0.0,,1.0,-0.379558442917095,0.9322970554167866
110.1101101101101,45.00992098927861,7.001881870452705,45.00994588263406,7.001978722509238,12.580060877408659,0.0,,1.0,0.6431484288148367,0.9982426177912465
115.61561561561561,45.009912902455376,7.001975429332535,45.009939012106415,7.002071960602715,12.0,0.0,,1.0,0.4439305875277067,0.8895609736114216
121.12112112112112,45.00990442350387,7.00206891006959,45.00993174531923,7.002165105279478,12.449611345199862,0.0,,1.0,-0.6870874366648421,0.8624019929759458
126.62662662662662,45.00989555275949,7.002162308966019,45.0099240824161,7.002258152894851,12.757374913307032,0.0,,1.0,0.9660285445021178,0.9101948113716312
132.13213213213214,45.009886290573135,7.002255622327209,45.009916023556805,7.002351099809802,13.140111358628973,0.0,,1.0,0.9094168765797676,0.8524813764851942
137.63763763763762,45.0098766373112,7.002348846461929,45.00990756891734,7.002443942391083,13.091778021482222,0.0,,1.0,0.8391679744082551,0.8816025258210527
143.14314314314313,45.00986659335555,7.0024419776824764,45.00989871868992,7.0025366770113635,13.376612690218348,0.0,,1.0,0.30256333214853404,0.9225061131877674
148.64864864864865,45.00985615910348,7.002535012304827,45.00988947308295,7.002629300049374,12.178539839580717,0.0,,1.0,-0.1736576996208855,0.8746322167132772
154.15415415415416,45.00984533496775,7.002627946648778,45.00987983232113,7.002721807890032,12.553621416298189,0.0,,1.0,-1.074180599864542,0.888595181793017
159.65965965965967,45.009834121376535,7.00272077703809,45.009869796645376,7.002814196924587,12.779522615378264,0.0,,1.0,-1.3836000056372526,0.8863515657021962
165.16516516516515,45.00982251877342,7.002813499800638,45.0098593663129,7.0029064635507465,13.762056937821997,0.0,,1.0,-0.08479202877884832,0.8783359354718349
170.67067067067066,45.00981052761736,7.002906111268554,45.00984854159717,7.002998604172816,14.360256363737763,0.0,,1.0,0.014202103302422409,0.8451763987186418
176.17617617617617,45.00979814838271,7.002998607778372,45.00983732278798,7.003090615201831,12.325775428165645,0.0,,1.0,-0.2611924787000238,0.9506116990135756
181.68168168168168,45.00978538155914,7.003090985671175,45.009825710191386,7.003182493055691,13.545811621898244,0.0,,1.0,-0.11100114683362397,0.9685039319099031
187.1871871871872,45.009772227651695,7.003183241292738,45.009813704129805,7.00327423415929,13.043446247707648,0.0,,1.0,1.3636133517966376,0.9475806738300246
192.69269269269267,45.00975868718069,7.00327537099367,45.00980130494193,7.003365834944651,13.278091393972488,0.0,,1.0,1.6273651050648572,0.9471367041736881
198.19819819819818,45.00974476068176,7.003367371129563,45.00978851298281,7.003457291851053,12.337802013590098,0.0,,1.0,-1.1059460363501075,0.8792151355769945
203.7037037037037,45.009730448705795,7.0034592380611365,45.00977532862382,7.003548601325169,13.677526134476162,0.0,,1.0,0.28851444281385114,0.9087609488641718
209.2092092092092,45.009715751818945,7.003550968154375,45.009761752252686,7.00363975982119,12.0,0.0,,1.0,0.05196886577426477,0.8610313337195241
214.71471471471472,45.00970067060258,7.003642557780679,45.009747784273486,7.0037307638009585,12.342649454661423,0.0,,1.0,0.6749648226341309,0.8932598317330351
220.2202202202202,45.00968520565326,7.003734003317003,45.009733425106646,7.0038216097340955,12.86510791660746,0.0,,1.0,1.7335439032329225,0.8977041288287135
225.7257257257257,45.00966935758276,7.003825301146005,45.00971867518895,7.003912294098131,12.703380945650762,0.0,,1.0,2.1879999677761925,0.8307439133994086
231.23123123123122,45.00965312701797,7.003916447656182,45.009703534973546,7.004002813378632,13.012913446066586,0.0,,1.0,0.7196202267990038,0.9066073741652492
236.73673673673673,45.009636514600935,7.0040074392420175,45.009688004929956,7.004093164069325,12.657648350915437,0.0,,1.0,0.0400707888274259,0.8734579334116038
242.24224224224224,45.00961952098879,7.004098272304127,45.009672085544054,7.004183342672235,12.821679826990204,0.0,,1.0,-0.3625640440933186,0.9132614542602355
247.74774774774775,45.00960214685378,7.0041889432493925,45.0096557773181,7.004273345697795,12.907798601680957,0.0,,1.0,2.486779357320106,0.888245340347517
