timestamp,distance,speed,throttle_position,brake_pressure,steering_angle,gear,engine_rpm,tire_temp_fl,tire_temp_fr,tire_temp_rl,tire_temp_rr,gps_latitude,gps_longitude,drs,ers_deployment,fuel_flow,g_lat,g_lon
2024-03-15 14:30:00.000,0.0,280.4967141530112,99.28510915437914,0.0,0.0,7,15000.0,110.0,110.0,110.0,106.72879582747694,45.01,7.0,1.0,74.33198240351446,79.37972228409599,0.0,0.0
2024-03-15 14:30:00.010,0.6875859482435305,279.91683211756157,99.63921663647518,0.0,0.0,7,15000.0,110.0,110.0,108.98730874458278,110.0,45.00999999691498,7.000011782444045,1.0,78.09009824928951,78.44864007383902,0.0,-0.0579882035449657
2024-03-15 14:30:00.020,1.375171896487061,280.7578813755662,100.0,0.0,0.0,7,15000.0,110.0,110.0,110.0,108.7709890914219,45.00999998765991,7.00002356488082,1.0,83.71530871759634,82.498448338749,0.0,0.08410492580046594
2024-03-15 14:30:00.030,2.0627578447305916,281.68831911260634,95.57627617734099,0.0,0.0,7,15000.0,110.0,110.0,108.55558941394322,108.29882365846025,45.00999997223481,7.000035347303056,1.0,79.36601942910264,74.9324046825407,0.0,0.09304377370401085
2024-03-15 14:30:00.040,2.750343792974122,279.9862323002078,100.0,3.4041736247970675,0.0,7,15000.0,110.0,110.0,107.78153656697559,110.0,45.00999995063968,7.000047129703482,1.0,66.38606977249614,78.8459357167796,0.0,-0.1702086812398534
2024-03-15 14:30:00.050,3.437929741217652,280.04134513671477,97.15208569509971,0.0,0.0,7,15000.0,110.0,110.0,106.97460945783507,108.77133027603831,45.009999922874535,7.000058912074828,1.0,79.03726644699248,80.43906860333573,0.0,0.005511283650696442
2024-03-15 14:30:00.060,4.125515689461183,281.9097913279041,99.46669534153116,0.0,0.0,7,15000.0,110.0,110.0,104.70426859008806,109.14613135558442,45.00999988893939,7.0000706944098265,1.0,86.17073493730982,81.90321074681594,0.0,0.18684461911893208
2024-03-15 14:30:00.070,4.8131016377047136,281.1531096602824,99.14151115940268,0.0,0.0,7,15000.0,110.0,110.0,107.47885583652591,107.16926203566862,45.009999848834276,7.0000824767012055,1.0,73.02629278836844,82.48916647217341,0.0,-0.07566816676217059
2024-03-15 14:30:00.080,5.500687585948244,279.9712969639273,100.0,2.363625392710219,0.0,7,15000.0,110.0,110.0,107.44533290787498,106.72247298517456,45.00999980255921,7.000094258941696,1.0,81.10252256638371,76.18345367184493,0.0,-0.11818126963551094
2024-03-15 14:30:00.090,6.188273534191774,281.038427812181,96.8037512962325,0.0,0.0,7,15000.0,110.0,110.0,108.62795914633297,105.48158888175527,45.00999975011421,7.000106041124028,1.0,70.46319266867351,77.84444653506971,0.0,0.10671308482537256
2024-03-15 14:30:00.100,6.875859482435304,280.0875464945154,100.0,0.0,0.0,7,15000.0,110.0,110.0,105.1625484276866,106.80657551736874,45.00999969149933,7.000117823240933,1.0,84.35014820949652,80.18056264926221,0.0,-0.0950881317665619
2024-03-15 14:30:00.110,7.5634454306788355,280.14033085249037,100.0,0.0,0.0,7,15000.0,110.0,110.0,107.53600866287528,107.45298625705094,45.00999962671459,7.00012960528514,1.0,81.2078214059354,78.8765342311083,0.0,0.00527843579749856
2024-03-15 14:30:00.120,8.251031378922367,280.9031192963594,97.27365199081439,0.0,0.0,7,15000.0,110.0,110.0,109.24281471368018,108.77974982466979,45.00999955576004,7.00014138724938,1.0,77.15958110723653,78.46784037236583,0.0,0.07627884438690558
2024-03-15 14:30:00.130,8.938617327165897,278.80297319886836,100.0,4.200292194982126,0.0,7,15000.0,110.0,110.0,109.23131667087186,107.80678048979743,45.00999947863571,7.000153169126383,1.0,77.91025234382671,79.3571165392984,0.0,-0.2100146097491063
2024-03-15 14:30:00.140,9.626203275409427,279.0464320297459,98.67603564440678,0.0,0.0,7,15000.0,110.0,110.0,104.18501285069995,107.17450427123921,45.009999395341666,7.000164950908881,1.0,72.50465964391309,79.26481305233112,0.0,0.02434588308775574
2024-03-15 14:30:00.150,10.313789223652957,280.26415875175076,100.0,0.0,0.0,7,15000.0,110.0,110.0,109.43922909248153,106.20306237138158,45.00999930587795,7.000176732589603,1.0,85.03816033100327,86.80375112441985,0.0,0.12177267220048407
2024-03-15 14:30:00.160,11.001375171896488,279.8687115793901,100.0,0.0,0.0,7,15000.0,110.0,110.0,107.49372333169602,108.78512477384943,45.009999210244615,7.00018851416128,1.0,76.00324604121413,80.63426152825691,0.0,-0.03954471723606616
2024-03-15 14:30:00.170,11.688961120140018,281.2508864510526,98.71702618191138,0.0,0.0,7,15000.0,110.0,110.0,107.75506689010815,107.12955647103759,45.00999910844172,7.000200295616643,1.0,82.50149384513888,79.69188414173487,0.0,0.1382174871662528
2024-03-15 14:30:00.180,12.376547068383548,280.0837114616689,100.0,2.3343499787674773,0.0,7,15000.0,110.0,110.0,103.27934040645522,108.71596416215087,45.009999000469335,7.000212076948423,1.0,75.19044813061674,81.64243867003168,0.0,-0.11671749893837387
2024-03-15 14:30:00.190,13.064133016627078,279.63452825458756,100.0,0.0,0.0,7,15000.0,110.0,110.0,110.0,104.13690860627169,45.00999888632752,7.00022385814935,1.0,90.99201383245502,80.36128906199264,0.0,-0.044918320708131884
2024-03-15 14:30:00.200,13.751718964870609,282.5675771435772,99.6181924165454,0.0,0.0,7,15000.0,110.0,110.0,108.6103554843803,108.9296000402975,45.009998766016345,7.000235639212156,1.0,87.79832369165483,77.49848858091616,0.0,0.2933048888989617
2024-03-15 14:30:00.210,14.43930491311414,280.9312484929019,100.0,3.2726573013505913,0.0,7,15000.0,110.0,110.0,105.03020399624478,109.58693865488267,45.00999863953589,7.000247420129572,1.0,90.36872307739823,76.70657654171346,0.0,-0.16363286506752955
2024-03-15 14:30:00.220,15.126890861357671,281.2796494168091,97.41345408425767,0.0,0.0,7,15000.0,110.0,110.0,108.87836809151385,109.36702666040841,45.00999850688623,7.000259200894328,1.0,90.95264614779157,77.87218114200232,0.0,0.03484009239072065
2024-03-15 14:30:00.230,15.814476809601201,279.8424694446406,98.08712724636398,2.874359944337016,0.0,7,15000.0,110.0,110.0,108.67320382615812,107.59080609376267,45.00999836806744,7.000270981499155,1.0,76.82739570128602,77.93147974034463,0.0,-0.1437179972168508
2024-03-15 14:30:00.240,16.502062757844733,280.7779313250616,100.0,0.0,0.0,7,15000.0,110.0,110.0,110.0,109.90842976335492,45.00999822307962,7.000282761936787,1.0,75.57934365567526,76.07279583443666,0.0,0.09354618804210305
2024-03-15 14:30:00.250,17.189648706088263,281.4883330580294,100.0,0.0,0.0,7,15000.0,110.0,110.0,107.52945576722118,105.60291553989124,45.009998071922844,7.000294542199953,1.0,90.1306726029784,83.25878550324558,0.0,0.07104017329677959
2024-03-15 14:30:00.260,17.877234654331794,280.28151330963004,100.0,2.413639496798737,0.0,7,15000.0,110.0,110.0,108.05214346884017,107.84973920054993,45.00999791459722,7.000306322281385,1.0,79.29464513983176,80.21400608673102,0.0,-0.12068197483993685
2024-03-15 14:30:00.270,18.564820602575324,281.86330132413076,99.3738839389537,0.0,0.0,7,15000.0,110.0,110.0,106.90071453193725,107.79953853009168,45.00999775110284,7.000318102173814,1.0,84.16608968889959,82.3779798604918,0.0,0.15817880145007165
2024-03-15 14:30:00.280,19.252406550818854,280.9420610345991,99.99858281084671,0.0,0.0,7,15000.0,110.0,110.0,109.29010333144538,110.0,45.00999758143979,7.000329881869973,1.0,76.89659358863658,75.53514168049306,0.0,-0.09212402895316814
2024-03-15 14:30:00.290,19.939992499062384,281.30610239345737,97.49918453206057,0.0,0.0,7,15000.0,110.0,108.15827710390303,106.56362955599565,104.08962389829665,45.009997405608196,7.000341661362594,1.0,76.97883454160349,80.9163217371599,0.0,0.036404135885828734
2024-03-15 14:30:00.300,20.627578447305915,281.0511859497541,100.0,0.0,0.0,7,15000.0,110.0,110.0,106.31913756081495,105.9888591591208,45.00999722360816,7.000353440644409,1.0,84.14979165900837,79.02958984009919,0.0,-0.025491644370328005
2024-03-15 14:30:00.310,21.315164395549445,283.5602671652252,100.0,0.0,0.0,7,15000.0,110.0,110.0,108.22043164096269,110.0,45.00999703543979,7.000365219708148,1.0,70.15063108117708,82.51831576370016,0.0,0.2509081215471099
2024-03-15 14:30:00.320,22.002750343792975,281.7495881747111,99.09581933433384,3.6213579810281544,0.0,7,15000.0,110.0,110.0,105.72323127486345,103.31382656978118,45.0099968411032,7.000376998546545,1.0,83.91587487269538,79.70639241508638,0.0,-0.18106789905140772
